,GS UN Equity,MMM UN Equity,BA UN Equity,UNH UN Equity,IBM UN Equity,HD UN Equity,MCD UN Equity,AAPL UW Equity,JNJ UN Equity,TRV UN Equity,UTX UN Equity,DIS UN Equity,CAT UN Equity,CVX UN Equity,V UN Equity,JPM UN Equity,PG UN Equity,AXP UN Equity,DD UN Equity,XOM UN Equity,WMT UN Equity,MRK UN Equity,NKE UN Equity,VZ UN Equity,KO UN Equity,PFE UN Equity,INTC UW Equity,CSCO UW Equity,MSFT UW Equity,GE UN Equity
12/22/2008,77,56.37,41.12,25.74,81.99,23.73,61.4,12.2486,58.93,41.93,51.74,21.93,41.78,69.39,13.4375,29.82,60.46,18.42,23.7395,74.91,55.99,29.09,12.275,31.2273,22.33,17.18,14.34,16.37,19.18,16.07
12/23/2008,75.2,55.44,40.15,25.98,80.6,23.62,60.65,12.34,58.68,42,50.62,21.85,41.13,69.2,13.4125,29.11,59.83,17.96,23.274,75.1,55.29,29.41,11.99,30.6387,21.985,17.03,14.07,16.24,19.28,16.43
12/24/2008,76.44,55.5,40.12,25.96,80.52,23.73,61.28,12.1486,58.56,41.66,51.15,21.99,41.91,69.62,13.2225,29.85,60.39,17.97,23.521,75.78,55.44,29.27,12.2825,30.6947,22.05,17.01,14.23,16.35,19.17,16.11
12/26/2008,75.97,55.74,40.53,26.3,81.33,23.56,61.06,12.2586,58.56,42.47,51.13,22.18,42.72,70.35,13.3125,29.8,60.53,17.91,23.73,77.19,55.35,29,12.44,31.0124,22.29,17.1,14.18,16.27,19.13,15.97
12/29/2008,76.56,55.37,39.99,25.57,81.25,23.36,60.38,12.3729,58.15,43.58,51.33,21.47,42.34,71.55,13.0425,29.78,60.2,17.7,23.2645,78.02,55.11,28.3,12.235,30.9657,22.205,17.29,14.13,16.01,18.96,15.66
12/30/2008,82.06,57.17,41.25,27.04,83.55,23.11,61.74,12.3271,59.17,44.93,53.04,22.48,43.66,73.38,12.7475,31.01,61.12,18,23.8535,78.59,55.05,29.6,12.4225,31.0498,22.465,17.75,14.69,16.23,19.34,15.82
12/31/2008,84.39,57.54,42.67,26.6,84.16,23.02,62.19,12.1929,59.83,45.2,53.6,22.69,44.67,73.97,13.1125,31.53,61.82,18.55,24.034,79.83,56.06,30.4,12.75,31.6758,22.635,17.71,14.66,16.3,19.44,16.2
1/2/2009,86.76,59.19,45.25,27.59,87.37,24.13,63.75,12.9643,60.65,45.2,54.95,23.92,46.91,76.52,13.36,31.35,62.8,19.33,24.87,81.64,57.18,31,13.265,32.3673,22.95,18.27,15.2,16.96,20.33,17.07
1/5/2009,88.78,58.5,46.17,27.14,86.82,24.71,63.56,13.5114,60.05,44.53,54.3,23.5,46.08,76.66,13.455,29.25,62.35,19.95,25.0125,81.63,56.52,30.53,13.36,30.349,22.72,18.16,14.91,17.11,20.52,16.63
1/6/2009,88.71,59.19,46.31,26.5,89.23,25.26,62.14,13.2886,59.69,43.17,54.88,24.31,45.8,77.35,14.4025,29.88,62.17,21.07,26.2664,80.3,56.02,29.97,13.09,29.8631,22.355,17.8,15.37,17.79,20.76,16.86
1/7/2009,84.5,58.07,44.76,26.3,87.79,24.57,61.24,13.0014,59.13,41.46,53.52,23.18,43.67,73.96,14.09,28.09,61.08,20.01,24.376,78.25,55.54,29.49,12.615,29.8071,22.465,17.49,14.42,17.33,19.51,16.11
1/8/2009,85.41,58.58,44.79,26.71,87.18,24.39,60.52,13.2429,59.02,42.23,53.51,22.9,44.02,74.24,13.94,27.22,60.41,20.04,24.6895,79.09,51.38,29.36,12.8475,30.2649,22.62,17.65,14.55,17.54,20.12,16.14
1/9/2009,83.92,57.74,44.45,26.45,84.7,23.86,60.07,12.94,59.05,41.98,52.7,22.31,43.2,72.82,13.905,25.97,59.86,19.23,24.1385,77.57,51.58,28.73,12.4025,30.05,22.3,17.44,14.15,16.7,19.52,16
1/12/2009,77.67,57.08,43.74,25.62,85.71,22.97,60.16,12.6657,58.34,41.03,52.36,21.86,41.19,70.82,13.24,24.91,59.94,18.83,23.6825,76.54,51.39,28.5,12.53,29.7043,21.865,17.36,13.79,16.4,19.47,15.83
1/13/2009,77.92,56.25,42.46,25.36,85.34,22.51,59.32,12.53,58.84,41.79,50.8,21.2,41.4,71.82,13.285,26.35,59.47,18.99,23.9485,77.92,52.12,28.44,12.375,29.4333,22.01,17.59,13.67,16.45,19.82,14.94
1/14/2009,75.69,55.04,41.2,24.08,83.19,21.91,57.33,12.19,57.95,40,50.03,20.8,39.35,69.69,12.7425,25.91,57.86,17.83,22.6851,75.1,51.56,27.82,11.6625,28.555,21.31,17.24,13.08,15.74,19.09,14.11
1/15/2009,73.83,55.17,40.96,24.89,84.12,22.81,57.98,11.9114,57.62,39.98,49.69,21.36,39.39,70.77,12.345,24.34,57.46,17.32,23.4165,76.66,51.35,28.12,11.74,27.9383,21.68,17.39,13.29,15.81,19.24,13.77
1/16/2009,73.05,56.42,42.46,25.5,84.92,23.2,59.67,11.7614,57.44,41.05,51.1,21.46,39.55,71.74,11.8525,22.82,57.73,17.01,23.7205,78.1,51.56,28.19,11.7,27.9943,21.92,17.5,13.74,15.82,19.71,13.96
1/20/2009,59.2,53.92,40.36,24.16,81.98,21.99,57.07,11.1714,56.75,38.36,49.36,20.24,38.32,68.31,10.605,18.09,57.43,15.6,22.1531,76.29,50.56,27.89,11.035,27.9102,21.44,17.2,12.86,15.01,18.48,12.93
1/21/2009,69.9,54.24,42.27,25.05,91.42,22.28,58.7,11.8329,56.36,40.62,49.25,21.23,39.55,71.23,11.045,22.63,57.57,16.87,23.255,79.26,49.14,27.57,11.415,28.8727,21.645,17.48,13.26,15.71,19.38,13.03
1/22/2009,71.03,54.06,42.26,27.19,90.07,21.97,58.72,12.6229,56.87,38.56,48.95,20.97,37.23,69.95,11.045,23.1,56.96,16.06,22.7231,78.23,48.87,27.45,11.4075,28.1812,21.56,17.21,12.82,15.37,17.11,13.48
1/23/2009,74.91,52.9,41.98,28.04,89.49,21.72,58.02,12.6229,55.97,37.92,47.41,20.61,35.66,70.82,11.08,24.28,56,16,22.9511,78.04,48.35,28.2,11.42,28.4428,21.1,17.45,13.12,15.89,17.2,12.03
1/26/2009,74.2,53.56,43.01,28.15,91.6,22.73,58.4,12.8057,56.55,37.58,48.67,20.86,32.67,71.29,10.6475,24.5,56.37,15.2,22.0201,78.6,48.6,27.79,11.4175,28.9568,21.515,15.65,13.38,16.3,17.63,12.42
1/27/2009,78.26,53.99,43.22,29.08,91.66,22.12,58.52,12.9614,57.54,39.89,49.24,21.25,32.32,72.09,11.0375,25.06,56.7,16.68,22.1056,78.92,48.79,28.37,11.3775,27.9943,21.665,15.82,13.81,16.73,17.66,13.06
1/28/2009,87.7,55.42,43.24,29.99,94.82,23,59.2,13.4686,58.56,41.24,50.66,22.28,33,73.79,11.805,27.66,58.18,17.85,23.4735,79.25,48.73,28.78,11.9,28.8914,21.93,15.44,14.01,16.88,18.04,13.5
1/29/2009,82.72,56.55,40.71,28.69,92.51,22,58.14,13.2857,58.28,39.43,48.68,21.25,31.85,70.62,11.5675,25.43,58.22,16.71,22.5901,76.8,47.86,28.94,11.4975,28.2466,21.775,15.12,13.37,15.93,17.59,12.72
1/30/2009,80.73,53.79,42.31,28.33,91.65,21.53,58.02,12.8757,57.69,38.64,47.99,20.68,30.85,70.52,12.3375,25.51,54.5,16.73,21.8111,76.48,47.12,28.55,11.3125,27.9102,21.36,14.58,12.9,14.97,17.1,12.13
2/2/2009,83.57,50.62,40.8,29.15,90.93,21.57,57.9,13.0729,57.69,38.79,47.54,20.2,30.29,70.29,12.4925,25.2,53.05,16.98,21.5166,76.69,46.57,28.43,11.1075,28.583,21.12,14.89,13.63,15.31,17.83,11.62
2/3/2009,82.81,51.64,42.09,29.74,93.48,21.92,58.88,13.2829,58.58,39.19,48.31,20.62,29.99,71.64,12.0975,24.05,53.91,16.09,22.1816,78.12,47.81,30.24,11.575,29.4894,21.66,15.2,13.73,15.62,18.5,11.37
2/4/2009,87.97,50.84,41.97,28.98,92.83,21.73,57.86,13.3643,57.96,38.63,47.53,19,30.6,71.6,12.2825,24.04,52.52,16.36,22.1151,77.66,46.42,29.9,11.445,28.6017,21.2,14.57,13.88,15.84,18.63,11.26
2/5/2009,92.85,51.55,42.72,28.8,92.41,22.4,58.36,13.78,58.11,38.28,48.05,18.71,31.61,73.25,13.435,24.54,53.32,17.03,22.5996,79.78,48.56,30.1,11.8,29.1436,21.345,14.5,14.25,16.35,19.04,10.85
2/6/2009,96.57,52.39,42.92,28.94,96.14,23.53,58.46,14.2457,58.51,39.72,49.03,19.45,33.28,74.9,13.8525,27.63,54,17.93,23.3405,80.34,49.63,30.77,12.17,29.6389,21.775,14.84,14.73,17.04,19.66,11.1
2/9/2009,97.89,54.11,42.8,29.52,96.82,23.09,59.02,14.6443,58.5,40.61,49.62,19.44,32.72,74.42,13.83,27.28,52.94,17.75,23.597,79.48,49.28,30.65,11.9425,29.3305,21.155,14.71,14.91,16.85,19.44,12.64
2/10/2009,90.4,51.08,40.21,27.97,93.27,22.21,57.28,13.9757,56.73,38.84,47.06,18.76,30.92,71.12,13.4625,24.62,51.45,15.97,22.4856,76.14,47.72,29.01,11.2625,28.0317,20.335,14.07,14.08,16.05,18.8,11.62
2/11/2009,94.71,51.29,40.33,28.55,95.16,22.14,57.08,13.8314,57.33,40.96,47.62,18.5,31.13,71.26,13.74,26.09,51.16,16.36,21.9726,74.58,48.23,29.72,11.0775,28.013,20.635,14.38,14.11,16.17,19.21,11.94
2/12/2009,95.58,49.97,39.86,29.48,95.07,21.98,56.96,14.1814,57.78,41.74,46.91,18.83,31.02,69.86,14.1,26.19,51.28,16.19,21.7636,75.22,48.13,29.34,11.115,27.9009,22.195,14.65,14,16.2,19.26,11.68
2/13/2009,96.45,49.42,40.48,28.96,93.84,21.22,56.81,14.1657,57.1,40.37,47.09,18.52,30.94,69.73,13.9875,24.69,51.09,15.74,21.2791,74.59,46.53,28.75,10.8575,27.6206,21.925,14.58,13.88,16.1,19.09,11.44
2/17/2009,85.71,47.42,38.43,28.42,90.67,19.94,55.68,13.5043,55.98,39.17,45.68,17.84,28.98,66.18,13.5625,21.65,50.11,13.96,20.1487,71.28,48.24,28.61,10.485,26.4059,21.3,14.25,13.21,15.29,18.09,10.81
2/18/2009,84.5,47.14,37.98,28.33,91.51,19.8,56.41,13.4814,55.83,38.93,44.85,17.63,28.44,66.12,14.0375,21.51,50.95,14.1,20.0822,71.94,50,28.64,10.88,26.2283,21.34,14.16,13.36,15.37,18.12,10.86
2/19/2009,86.01,47.07,37.57,28.65,88.93,20.16,55.31,12.9486,55.93,38.5,44.72,17.69,27.02,66.68,13.9075,20.6,51.13,12.87,19.8352,72.16,50.45,28.53,10.7025,26.1536,21.65,14.03,12.68,15.04,17.91,10.06
2/20/2009,84.59,47.25,36.31,27.98,88.79,19.46,54.57,13.0286,54.65,38.34,43.99,17.53,26.66,65.07,13.915,19.9,50.25,12.97,19.3602,71.23,50.02,28.1,10.7325,26.9198,21.42,13.71,12.78,15.08,18,9.38
2/23/2009,80.07,45.41,34.46,23.82,84.37,18.71,53.87,12.4214,53.65,37.49,42.35,16.97,25.12,62.94,13.5625,19.51,48.9,12.15,17.9638,69.3,48.88,27.88,10.4025,26.0228,21.045,13.27,12.08,14.36,17.21,8.85
2/24/2009,92.98,47.4,35.44,24.21,86.4,20.67,54.76,12.8929,54.54,39.24,43,17.92,26.04,65.28,14.0875,21.02,49.77,13.62,18.7237,72.09,50.01,28.53,10.735,26.6955,21.53,13.59,12.73,14.99,17.17,9.08
2/25/2009,89.92,46.61,33.91,23.03,85.9,20.31,54.29,13.0229,53.96,37.9,41.52,17.36,25.03,63.5,13.855,21.73,49.92,13.07,18.2677,72.05,49.21,27.91,10.5375,26.6768,21.185,13.08,13.03,14.77,16.96,9.01
2/26/2009,92.15,46.33,32.71,20.07,88.97,20.64,52.2,12.7414,52.44,36.71,41.1,16.86,24.23,63.17,14.015,23.05,48.97,12.57,17.9543,70.95,48.25,26.04,10.2575,26.6114,20.535,12.7,12.71,14.49,16.42,9.1
2/27/2009,91.08,45.46,31.44,19.65,92.03,20.89,52.25,12.7586,50,36.15,40.83,16.77,24.61,60.71,14.1775,22.85,48.17,12.06,17.8213,67.9,49.24,24.2,10.3825,26.6582,20.425,12.31,12.74,14.57,16.15,8.51
3/2/2009,86.27,42.84,29.51,17.48,89.05,19.92,51.85,12.5629,47.92,35.71,39.17,16.05,22.17,57.62,13.54,21.16,46.87,11.06,16.5673,64.91,48.04,23.44,9.94,25.7144,19.845,11.66,12.31,14.32,15.79,7.6
3/3/2009,82.37,43.12,29.36,17.8,87.77,18.89,52.43,12.6243,47.64,34.75,38.55,16.36,22.47,57.73,13.59,21.01,46.63,11.82,16.6718,64.36,47.38,23.05,10.0125,25.5182,19.415,11.87,12.28,14.39,15.88,7.01
3/4/2009,85.47,44.82,30.31,17.96,89.49,19.01,53.15,13.0243,49.1,35.64,39.16,16.94,25.44,59.28,13.8225,19.3,47.31,11.71,17.2988,65.68,48.49,23.17,10.6375,26.3031,19.865,12.5,12.76,15.25,16.12,6.69
3/5/2009,81.72,42.51,29.39,16.35,87.48,18.15,50.86,12.6914,47.67,33.94,37.92,15.99,23.49,56.46,13.355,16.6,45.4,10.33,16.1208,62.22,49.75,22.14,9.985,26.0788,18.925,12.67,12.31,14.55,15.27,6.66
3/6/2009,75.65,41.83,30.1,17.9,85.81,18,52.12,12.1857,47.97,34.44,38.54,15.83,23.23,58.27,12.5475,15.93,45.71,10.26,16.0258,64.03,48.91,22.74,9.985,25.4902,19.55,12.73,12.41,14.18,15.28,7.06
3/9/2009,73.95,42.07,31,17.79,83.48,18.23,52.32,11.8729,46.6,33.52,37.56,15.59,23.92,58.28,12.45,15.9,44.18,10.64,15.3324,64.57,47.51,20.99,9.6425,24.4623,19.375,12.63,12.55,13.62,15.15,7.41
3/10/2009,85.28,45.49,33.01,19.31,87.25,19.42,52.6,12.6686,47.78,35.69,40.79,16.61,26.51,61.78,13.2175,19.5,45.17,12.17,17.0233,67.39,48.67,22.2,10.4025,25.7985,19.58,13.09,13.92,14.75,16.62,8.87
3/11/2009,92.39,46.8,33.27,19.12,88.62,19.68,51.03,13.24,47.9,35.04,41.06,16.59,26.31,61.22,12.8425,20.4,45.07,11.93,17.4318,65.77,47.46,21.94,10.8575,25.6397,19.785,12.79,13.96,15.02,17.11,8.49
3/12/2009,97.25,48,33.63,20.41,90.4,20.33,52.17,13.7643,49,37.03,41.8,17.43,27.02,63.4,13.5225,23.2,45.78,13.15,18.1063,67.15,48.94,24.03,11.1475,26.2937,20.42,14.02,14.52,15.51,17.01,9.57
3/13/2009,98.8,48,33.4,21.36,90.36,20.71,52.38,13.7043,50.64,38.34,40.57,17.13,26.78,62.91,13.0125,23.75,46.95,13.09,18.5147,67.2,49.19,27.07,11.1675,26.5367,20.61,14.54,14.7,15.51,16.65,9.62
3/16/2009,93.9,47.47,33.83,20.68,91.22,20.14,51.69,13.6314,50.73,38.13,41.12,17.21,26.42,62.94,13.0425,23.09,47.82,12.66,19.2462,66.97,48.8,26.21,10.9775,26.6768,20.635,14.15,14.25,15.45,16.25,9.66
3/17/2009,98.99,48.76,34.44,21.54,92.91,21.48,53.64,14.2371,50.72,40.17,41.71,17.82,26.83,65.31,13.8225,25.14,47.98,12.92,19.5502,69.09,50,26.61,11.3525,27.8729,20.725,14.26,14.9,16.14,16.9,10
3/18/2009,105.25,49.2,33.75,21.95,91.95,22.58,55.42,14.5029,50.66,41.16,41.88,18.11,27.47,66.59,14.0775,27.11,48.02,14.09,20.4432,69.17,50.44,26.96,11.48,28.7512,20.825,14.25,15.24,16.5,16.96,10.32
3/19/2009,99.3,47.47,33.19,21.3,92.66,22.44,54.71,14.5171,50.06,39.31,41.05,17.7,28.41,67.13,13.1725,24.95,46.31,13.07,20.4337,68.33,49.95,26.04,11.625,28.2653,21.09,13.7,15.15,16.23,17.14,10.13
3/20/2009,97.32,45.93,32.55,20.63,92.51,22.16,53.2,14.5129,51.67,38.81,40.53,17.45,27.07,64.71,13.1325,23.15,45.59,12.26,19.6262,66.09,49.59,26.72,11.255,27.6673,21.32,13.63,14.65,15.91,17.06,9.54
3/23/2009,111.93,49.32,35.5,22.05,98.71,23.25,55.16,15.38,53.23,40.91,43.48,18.92,29.63,69.15,13.885,28.86,47.74,14.56,21.2126,70.53,51.48,27.98,11.905,29.0315,22.07,14.02,15.52,16.98,18.33,10.43
3/24/2009,110.33,48.36,36.11,21.12,98.36,22.95,53.48,15.2171,52.41,38.64,43.22,18.32,29.5,68.85,13.4,26.22,46.95,13.72,21.6306,69.35,51.05,27.71,11.4,28.5269,22.01,13.87,15,16.68,17.93,10.37
3/25/2009,112.95,49.02,37.06,21.18,97.95,23.28,55.01,15.2129,52.86,40.22,43.69,18.53,28.91,69.7,13.1875,28.56,48.06,14.11,21.7161,70.16,51.68,27.5,11.5925,28.1719,22.375,14.26,14.94,16.57,17.88,10.49
3/26/2009,111.99,51.03,38.66,21.62,98.78,24.14,56.06,15.6957,52.9,40.06,45.47,19.06,30.78,70.17,13.875,29.1,48.76,15.13,22.3051,71.23,52.76,27.58,11.9,28.5363,22.425,14.38,15.82,17.31,18.83,10.9
3/27/2009,108.08,50.33,37.53,21.08,94.15,23.63,55.01,15.2643,52.83,39.35,44.48,18.59,30.35,68.9,13.5625,27.4,48.57,14.45,21.5641,69.98,52.57,27.16,11.71,28.611,22.55,14.04,15.42,16.95,18.13,10.78
3/30/2009,100.46,48.65,35.52,20.54,94.52,23.38,53.92,14.9271,53.01,38.52,42.6,17.85,27.53,66.8,13.375,24.85,47.28,12.81,20.8326,68.63,51.76,26.55,11.565,28.2373,21.96,13.7,14.72,16.31,17.48,9.93
3/31/2009,106.02,49.72,35.58,20.93,96.89,23.56,54.57,15.0171,52.6,40.64,42.98,18.16,27.96,67.24,13.9,26.58,47.09,13.63,21.2126,68.1,52.1,26.75,11.7225,28.2186,21.975,13.62,15.05,16.77,18.37,10.11
4/1/2009,110.29,50.65,35.44,20.68,97.61,23.83,55.24,15.5271,53.04,42.14,43.88,18.79,28.99,68.3,13.5725,28.14,48.21,14.44,22.2671,69.23,52.82,26.99,11.75,29.1717,22.43,13.99,15.03,17.46,19.31,10.17
4/2/2009,114.22,52.13,37.2,21.07,100.82,24.77,56.35,16.1014,52.97,41.97,45.94,20.21,31.54,70.31,13.8975,28.16,49.42,14.98,23.9675,70.25,53.64,27,12.6225,30.3303,22.67,13.77,15.7,18.14,19.29,10.74
4/3/2009,119.4,52.11,37.69,20.54,102.22,25,56.64,16.57,52.15,42.61,45.63,20,32.15,70.48,15.02,29.28,49.63,15.33,24.6705,70.44,53.8,26.46,12.9675,30.6387,22.485,13.55,15.95,18.16,18.75,10.94
4/6/2009,116.65,52.08,38.16,21.93,101.56,24.85,55.94,16.9214,52.2,42.14,46.31,19.62,31.31,69.89,14.7825,28.2,49.65,15.16,24.167,70.05,53.43,26.67,12.8175,30.8629,22.495,13.71,15.86,17.53,18.76,11.19
4/7/2009,116.08,50.8,36.64,23.45,98.75,24.37,55.4,16.4286,51.36,41.42,45.16,19.12,29.45,68.4,14.2875,27.25,48.68,15.01,23.103,68.71,52.39,26.27,12.465,29.6389,22.31,13.51,15.45,16.85,18.76,10.65
4/8/2009,114.75,51.38,36.87,22.86,101.19,25.12,55.56,16.6171,51.45,42.14,44.62,19.36,29.57,68.48,14.455,27.43,48.47,15.72,23.673,68.96,52.61,26.76,12.56,29.6015,22.495,13.48,15.27,17.13,19.19,10.64
4/9/2009,124.33,53.13,39.15,23.86,101.7,25.9,56.67,17.0814,51.41,42.84,47.29,19.88,32.52,69.23,14.6975,32.75,49.19,18.83,25.155,69.84,50.66,26.3,13.3175,29.9939,22.495,13.55,15.98,17.82,19.65,11.33
4/13/2009,130.15,53.35,37.15,24.37,99.95,25.96,56.11,17.1743,51.15,43.8,46.39,19.53,33.16,67.98,15.2775,33.7,48.04,20.46,25.4685,68.02,51.53,26.05,13.28,29.6576,22.365,13.48,15.99,17.89,19.59,12.13
4/14/2009,115.11,52.94,37.04,24.5,99.27,25.34,54.82,16.9014,51.37,41.34,45.55,19.02,32.7,66.58,14.5825,30.7,47.25,18.43,25.3165,67.7,51.12,25.68,12.85,29.2464,22.105,13.34,16.01,17.93,19.35,11.51
4/15/2009,121.19,53.73,37.57,25.11,98.85,25.67,53.95,16.8057,51.77,43.64,46.76,19.73,33.02,66.7,14.7775,32.56,48.75,20.62,26.0289,68.14,51.29,26.25,13.0275,29.6108,22.515,13.86,15.62,17.56,18.83,11.83
4/16/2009,121.19,54.76,38.39,24.36,101.43,25.97,54.7,17.35,52.2,43.19,47.5,20.51,32.71,65.93,14.5175,33.24,50.43,20.69,26.9219,67.41,50.78,25.85,13.4425,29.6482,22.55,13.9,15.89,18.08,19.76,12.27
4/17/2009,120.6,53.81,38.32,24.14,101.27,26.1,56.09,17.6314,53.05,42.53,47.32,20.38,32.29,66.01,14.5,33.26,51.66,21.81,26.9979,66.75,50.2,25.73,13.6525,29.6949,22.51,14.16,15.6,17.99,19.2,12.39
4/20/2009,115.01,51.97,36.48,24.21,100.43,25.15,55.33,17.2143,52.47,40.37,45.81,19.41,30.48,63.87,13.75,29.69,50.73,18.98,25.402,65.29,49.27,25.22,13.09,28.9007,22.165,13.59,15,17.31,18.61,11.35
4/21/2009,120.36,53.29,36.65,22.8,102.31,25.87,55.63,17.3943,52.46,42.64,47.99,19.47,31.39,64.88,14.6575,32.53,51.37,19.57,26.6559,66.23,49.83,23.54,13.3175,29.0035,21.545,13.52,15.36,17.69,18.97,11.7
4/22/2009,120.49,53.06,37.3,22.81,102.55,26.17,54.25,17.3586,51.18,39.93,46.89,19.4,32.45,63.75,14.3775,31.9,49.6,19.43,26.3519,64.75,48.96,22.97,13.75,28.882,21.465,13.04,15.67,17.44,18.78,11.8
4/23/2009,122.81,54.21,37.93,23.16,101.42,25.76,55.3,17.9143,51.4,40.21,48.04,19.63,32.45,65.53,14.5575,33.21,49.32,20.97,26.0859,65.71,48.86,23.23,13.5975,28.9661,21.46,13.28,15.53,17.62,18.92,11.88
4/24/2009,121.3,57,38.72,23.06,100.08,26.31,54.31,17.7,50.92,39.5,49.37,20.26,33.63,66.6,15.095,33.38,49.51,25.3,27.3399,66.57,47.87,23.45,13.6825,28.9661,21.395,13.17,15.62,18.42,20.91,12.11
4/27/2009,120.9,57.35,39.47,23.01,99.95,25.88,54.49,17.8186,50.86,40.33,48.46,19.74,33.39,65.41,14.7175,32.78,49.97,24.23,26.1239,66.13,48.51,23.44,13.5325,28.5363,21.12,13.49,15.28,18.37,20.4,12.09
4/28/2009,120.67,56.55,38.85,23.89,101.94,26.07,54.53,17.7129,50.65,40.92,47.97,19.51,32.78,65.99,15.1775,32.79,49.69,24.15,26.1334,67.08,48.47,23.17,13.8975,28.9287,21.14,13.39,15.05,18.67,19.93,12
4/29/2009,127.18,57.52,40.55,23.87,104.04,26.34,54.41,17.8771,51.03,42.56,48.91,21.01,33.69,67.56,15.8775,34.48,50.42,24.95,26.6179,68.44,50.45,23.9,13.24,28.4148,21.355,13.43,15.35,19.25,20.25,12.22
4/30/2009,128.5,57.6,40.05,23.52,103.21,26.32,53.29,17.9757,52.36,41.14,48.84,21.9,35.58,66.1,16.24,33,49.44,25.22,26.5039,66.67,50.4,24.24,13.1175,28.3494,21.525,13.36,15.78,19.32,20.26,12.65
5/1/2009,127.08,57.88,41.21,22.97,104.61,25.77,52.4,18.1771,52.59,41.21,49.52,21.94,37.26,66.87,16.2525,32.49,49.5,24.29,26.4754,68.01,50.05,24.3,13.23,28.5456,21.235,13.58,15.81,19.65,20.24,12.69
5/4/2009,134.16,58.48,42.15,23.72,106.19,26.22,52.8,18.86,53.82,42.12,51.22,22.86,38.48,66.68,17.05,35.79,50.99,27.28,27.9289,68.12,50.9,24.62,13.8175,29.0035,21.585,13.98,16.64,19.57,20.25,13.1
5/5/2009,135.2,58.43,43.15,25.56,105.85,26.19,53.16,18.9586,54.36,39.9,51.83,23.15,39.41,65.75,16.8475,34.82,49.79,26.57,27.6154,67.65,50.46,24.59,13.75,28.6204,21.57,14.28,16.16,19.63,19.79,13.1
5/6/2009,139.33,59.14,44.2,25.93,104.62,26.04,53.68,18.9286,54.21,38.69,52.29,25.87,40,68.11,16.5475,37.22,50.84,27.14,27.3209,68.58,49.51,24.61,13.6525,28.7418,21.47,13.91,16.12,19.61,19.79,13.67
5/7/2009,133.73,58.77,43.53,28.39,102.59,25.61,53.39,18.4371,54.89,37.48,51.72,25.33,37.92,67.98,16.3825,35.24,51.34,25.97,26.5134,68.93,49.89,25.21,13.27,27.9009,21.4,14.16,15.77,18.95,19.32,13.96
5/8/2009,139.59,60.09,45.83,28.87,101.49,25.5,54.92,18.4557,54.98,38.82,53.55,25.46,39.64,70.38,17.1075,38.94,51.57,28.4,26.9599,70.8,50.14,24.82,13.605,27.8916,21.46,14.4,15.29,18.73,19.42,14.53
5/11/2009,135.78,59.11,44.72,27.59,102.9,24.93,54.4,18.51,54.11,37.49,52.5,24.71,38.43,68,16.4825,35.83,50.37,26.04,26.2474,69.27,50.63,24.4,13.285,27.8635,21.375,14.15,15.37,18.61,19.32,14.19
5/12/2009,135.41,59.53,44.1,27.32,103.94,24.64,53.97,17.7743,55,38.76,52.84,24.32,38.06,69.19,16.305,35.36,50.94,25.45,26.7034,70.82,50.9,24.98,12.745,28.4055,22.2,14.93,15.21,18.72,19.89,13.68
5/13/2009,129.26,56.94,42.95,27.66,102.26,24.83,53.49,17.07,55.15,38.93,50.61,23.6,36.08,68.1,16.1175,34.05,50.96,24.09,25.2975,69.77,50.03,25.67,12.38,27.7981,21.815,15.27,15.13,18.07,19.69,12.91
5/14/2009,133.6,57.94,43.44,27.8,101.05,24.53,53.57,17.5643,55.02,39.95,51.51,23.48,36.07,67.85,16.13,35.54,50.8,24.72,25.6204,69.76,49.1,26.05,12.7375,28.013,22.45,15.34,15.54,18.09,20.06,13.04
5/15/2009,134.4,57.92,43,27.51,101.37,24.4,53.46,17.4886,55.41,39.76,51.28,23.41,35.74,65.88,16.2675,34.91,50.67,24.23,25.5824,69.11,48.15,25.47,12.4375,27.6673,22.48,15.01,15.19,17.92,20.22,12.86
5/18/2009,143.15,59.23,44.37,27.81,104.58,26.02,54.2,18.0957,56.05,40.6,52.98,24.21,37.78,66.03,16.6025,37.26,52.52,26.13,26.8079,70.5,49.92,25.74,12.8,27.7514,23.035,15.19,15.52,18.72,20.6,13.47
5/19/2009,141.15,59,44.62,27.46,105.51,24.63,53.87,18.2071,55.89,39.27,52.3,23.82,37.67,65.86,16.2,35.81,52.95,24.79,26.9219,70.52,49.36,25.77,13.01,27.7047,23.32,15.1,15.65,18.88,20.31,13.7
5/20/2009,136.44,58.2,44.58,27.78,104.05,23.83,56.25,17.9814,55.87,38.98,51.74,23.55,37.3,65.21,16.24,34.55,54.02,23.98,26.7889,69.61,48.94,26.09,12.6725,27.8729,23.5,15.11,15.58,18.6,20.38,13.77
5/21/2009,137.16,56.55,43.29,26.92,102.82,22.89,55.69,17.74,54.99,39.7,50.76,23.23,35.54,64.47,16.57,34.9,53.02,24.15,25.9339,68.39,49.11,26.12,12.8375,27.2468,23.34,14.83,15.18,18.1,19.82,13.24
5/22/2009,136.35,56.07,42.94,26.3,101.89,22.86,57.08,17.5,54.77,40.26,51.04,23.7,34.31,64.44,16.4375,34.41,53.03,23.4,26.3804,68.83,49.25,26.17,13.1025,26.9198,23.65,14.96,15.05,17.89,19.75,13.1
